Country,Year,Total_Energy_Consumption_TWh,Electricity_Consumption_TWh,Oil_Consumption_Barrels,Coal_Consumption_Tonnes,NaturalGas_Consumption_CubicMeters,Renewable_Share_Percent,Nuclear_Share_Percent,CO2_Emissions_Mt,Population_Millions,GDP_BillionUSD,Energy_Per_Capita_MWh,Energy_Imports_Percent,Energy_Exports_Percent,FossilFuel_Share_Percent,Electricity_Price_USD_kWh
Germany,2013.0,248.93545397258578,434.2381874129945,2238.559630777726,1953.4008601178539,2338.300328787271,,28.300868172744977,394.7505626954292,42.62276375670127,1344.6216712000946,0.005840434360229572,39.97733102911239,38.43693475139436,90.04193147915116,0.09184560264029226
,2010.0,,464.09045932621683,1526.6837235978194,,,52.178792115848374,,72.73170760439248,67.67566725233696,675.2051289599838,,47.97248565972575,51.20919094777952,21.59982651770206,0.19651926397995195
Japan,2019.0,1145.5966243146252,274.6539531640288,1561.9613379164057,1914.8994386226866,1533.152469132209,,3.094607149820776,,75.63143220944033,3137.8300743161667,0.015147096793595183,22.41243583207607,57.71256454383569,49.78733932722513,0.14493195286337437
India,2002.0,1043.7462409730322,75.4460041113354,2517.7061515134883,6454.694629157501,,23.81400089120145,26.268307385322125,,17.520689815070405,983.2551593888534,0.059572211596101356,31.609767268003186,29.039889811989404,15.278589347086037,0.09411817579349874
Brazil,1992.0,167.63141980281682,,331.8254620938427,1976.1917144934284,1908.635449850401,2.9373839654844636,7.448731835549105,348.5647498205638,20.6654633081909,301.2026751502761,0.008111670050793147,2.219923530591239,77.40461790077748,55.68397980345172,0.17045683056762378
UK,2021.0,977.2990915135326,182.160162868482,1111.5794250118042,2938.82771809896,621.1307019183345,88.09241836320793,26.293504368823722,429.5733596280885,44.590767117593884,1443.0410334059834,0.021917072853584664,21.450526580852948,12.844384529674347,,0.1579027907324251
China,2008.0,1297.9452150796292,436.2688104776554,834.9615595265094,,1239.7873587451709,24.205543827318763,36.70534367215574,2390.2496385503973,53.7058200507876,1424.1125531214784,0.02416768264318859,98.85482812583697,51.13541742846526,,0.16571907979929837
Japan,2003.0,1338.8184733832766,261.71765581352963,1145.0006891129349,2231.2118818238187,2346.267801765834,79.0712681088475,28.31054574721632,457.0761802800761,36.88745288478576,350.02804423649195,0.036294684741853586,53.13808009123521,3.1897069345530493,,
Brazil,2011.0,700.876442460908,571.258095457088,1271.0133179311783,5412.433425994352,,67.3218613816015,35.50524364513218,317.6258283601473,85.1803182250751,838.531654874678,0.008228150082850787,61.17832575605633,34.4798451945206,61.385002169190116,
China,2006.0,1232.0856204054096,199.20977723853193,1068.869425373897,1429.782854488648,574.7555136951809,15.380984944076436,28.82809471237341,351.0456546870481,,494.1785745188675,,99.56949927411691,3.4243178138291586,62.83011211018115,0.12493662171888074
UK,1993.0,1523.188749524714,80.83212454724396,3928.544766642777,7202.3586787340355,996.9248446656266,51.19086782986428,12.447630956750512,317.6736947134367,69.7087408179229,251.60099410027038,0.021850756901537448,75.48444590947655,78.6011883754951,99.12703842152867,0.18147266703787746
USA,2008.0,121.54599735522963,1294.8492305126715,1294.6098314430315,3067.0724815126246,1716.0978648300015,32.93954742007203,30.730550249032802,1402.594270832237,63.8596660171211,1748.934050083726,0.0019033296748317244,93.19080719473577,44.584502652739154,69.36723131164445,0.19816733457049288
Australia,1991.0,1227.0829505557704,395.7670151567829,4208.259503101547,507.3446347971729,1211.3765605897784,90.18309017062374,21.15457430950602,575.4363899132018,32.11509288302908,1583.5784383393902,0.03820891800080114,82.60574731890364,,91.90757675996632,
Brazil,2004.0,460.79010694079903,741.2432642113931,2639.2139918439907,3231.6757645368007,4001.8058630489336,66.94584549271929,,517.5091320635636,,1209.7096104900702,,13.864079744333003,78.38794080687546,70.73391349993734,0.15051114993022727
Canada,1991.0,819.6139067338619,740.5481635263055,1965.2085944266971,833.5846291020367,2614.904462244094,62.46614212771628,37.03252464597992,,64.25222436644879,827.589312022157,0.012756195054966031,62.361553740871656,98.18009245654675,2.625253216715151,
USA,2000.0,1423.0160413281296,818.8862879354638,1733.9067063012264,1864.9863442387493,3376.4095936462845,17.10858740737271,,220.80594114354176,91.92767344872094,57.61544972854532,0.015479735186835942,44.69281615148151,57.40448345821566,2.538229061488151,0.15565033178043228
Australia,2012.0,287.76080940157743,303.12394589026917,1668.8594624367047,11035.022626782695,1563.7969302250044,96.87014172527698,35.39428710755508,410.11473864671234,36.89175377014976,1764.804982701106,0.007800139055314129,97.22578048401861,53.42871792300294,95.14358629098554,0.11754706527234257
India,1999.0,843.7032138940043,54.246365333303125,561.787712294956,1079.1058426109005,1317.9416525243732,13.206646573603475,13.237007292019296,,42.1474871029021,589.7717046930975,0.020017877028685547,71.10417509198875,13.317362233539477,88.72660485801471,0.1243669999161003
Russia,1992.0,1087.345163744042,337.41763052369464,1921.8879874181393,4478.047164273483,961.33369565281,73.99686569182047,3.074215537987808,367.117324355555,46.14099794747228,2115.8705274226695,0.023565705383786776,14.11610546748121,10.073644163620266,76.96522972339353,0.0532871187295786
Germany,1994.0,465.3300116580503,790.3763987457891,2817.042441663446,5627.756642349773,598.1518679093091,94.95992326521697,15.280514387359435,611.0652319536929,39.096089705218816,912.7754544316754,0.011902213627158084,89.54260245192161,17.408912860456837,70.53151245344938,0.10882707638353006
Canada,1992.0,680.7959820771274,142.92632893450775,2087.799309029054,4221.264418012656,1519.4965117781285,44.82133589195661,5.982426185013567,820.1440894273475,59.95100534222283,570.8745866235379,0.01135587265285859,67.49138217501861,58.757752653184056,89.61230329184552,0.13441105888530624
India,2002.0,457.65313180623184,490.17308811315087,2674.193400166491,3743.12628228352,326.450957987546,28.028274931551977,34.415300212107994,767.6882782357964,65.17243407273693,2682.3795202810284,0.007022188726225252,36.049077641644566,33.01783210317984,31.124630662899488,0.11452654465278275
UK,2008.0,1489.2500027628316,671.3847500252803,339.7910281373985,4300.055876675629,1748.6291730582814,61.97045489276848,34.735037041659865,1496.5898453036907,80.22446815569197,943.6645335505071,0.018563538493924794,20.523906314960673,38.49604948804615,50.02230142333162,0.07770471191604464
India,2013.0,483.10731517763253,683.7674405134773,894.7593150277671,1141.0660968210664,1604.0457445752136,62.37757360513781,28.985091982627367,,27.583993978785777,437.06677674610967,0.017514045121572293,81.45170428103246,65.89490148378219,10.539090742460889,0.10679428374163868
,2013.0,,308.7698662096072,4750.926966472468,1652.8274515161304,855.5266029044029,65.18633848092198,4.998176788065312,464.3239503812584,57.91561732872697,3755.49112436139,,26.952563973922683,22.519511310726337,23.46489673593519,
UK,2006.0,1195.666826475737,253.9295054644614,1492.9167693059862,3221.1732865281483,1031.6058305035058,63.19522101015044,9.996140475111632,90.61103042404135,41.06925299889646,994.6813981341868,0.029113430100807164,69.58602351093923,24.489449791485818,32.531020956793846,0.2079269959391843
Canada,1999.0,1513.0272977337686,348.01560510905125,911.8284337979486,5799.3728275809635,1288.4989072907772,4.72274744871023,34.24224201697184,615.4058284499635,22.149107494040813,6131.039523643383,0.06831098264979059,90.89732069811403,74.0964244256632,17.848976971903852,0.11190749740612115
Russia,1991.0,649.1611777247409,,,2184.2721869219704,684.2498837448827,,9.4813890081572,122.1848751666247,6.080712298245139,676.4026516668856,0.10675742345384198,45.05830331535717,76.55597243821497,79.89546652664058,0.1581600378979538
China,2012.0,348.00879306423735,263.14045869411194,1203.150008486467,595.0738322876642,2755.404208662739,48.97520929976664,34.22640880704371,544.7351188755532,72.42507968318023,1975.3772181761735,0.0048050867819073705,19.76484030271254,35.46116593390442,66.9866132778459,0.17783475824129463
Germany,1995.0,562.2134470288494,357.71441907543107,2988.021837972452,3013.9725399687336,303.2258710514165,48.34449129078414,38.62481684865783,316.2428540506782,57.98553948630163,3100.559185668527,0.009695752630906631,67.59685390655712,8.834501058919075,33.06233290025155,0.18986540864384427
Canada,1991.0,94.31079957266483,677.8832682770054,1769.1050854800815,,443.72346889555104,40.34932717822329,0.43980250450284863,546.2780231088511,,576.9479098441604,,83.44550694989047,18.33628781273484,33.4720577136993,0.19878907698085097
China,,986.8576909278324,290.9148910344316,2233.946290049212,3421.9079271625933,583.254377836822,77.07872148013747,10.309813694886616,950.9775314068688,40.984208664623395,2176.901300030165,0.024078973904397106,66.96655202705733,5.67790691360357,40.92556889590529,0.05
Australia,2018.0,357.93629414465636,869.7670520546113,1509.0648700756847,3628.437525710221,841.3490233313352,11.295843600566668,14.848405606126596,46.19480017231176,,2592.531821427772,,5.47871520012404,,8.441055387632545,0.12975211086158459
Canada,1996.0,280.28173273233716,375.5616377965457,1070.4760540979244,1725.349457715841,2177.3097775517913,50.62885577637092,5.818708418641241,498.6650191402942,75.67088078580694,1463.1664296462393,0.0037039575834421586,57.784652087567736,11.755816549457986,80.96865980995806,0.2318601291632279
Australia,2018.0,,439.3860567431374,789.9431545427691,512.3653431915349,635.9617232792303,24.868172846922675,31.21477178236021,190.1084239762116,88.4572327644136,1341.7729947806438,,18.63049382860471,92.17651204775122,86.33717059608449,0.21114526687375718
UK,2012.0,914.0262891146913,185.52477433141576,4256.738537041221,2145.350318951691,1049.6080159566138,54.105355362576205,,731.7656912368263,67.98754005760122,,0.01344402648397484,,24.30690502734022,92.92644946962048,0.1375786202802511
China,2022.0,2109.7947895913844,340.4431374373663,2252.1768650394174,2498.975272546934,937.9096065317704,53.74104529145705,5.28451798154324,834.0481865384696,,2145.8788488946175,,52.24340309416968,10.186941131003902,3.5959996527045957,0.05134037676467622
Germany,1997.0,794.7463236477319,172.03703567359656,2441.5692834665088,,2552.3437811837202,0.509713834077663,18.734367606173503,358.89079761391224,71.0864493579945,603.2321357640419,0.011179997465415023,67.4463999832854,69.54489533995336,57.86821045541792,0.09794517878556294
Russia,2001.0,453.80654781122837,302.5884004573753,733.6200056046381,1801.180603290947,3541.570306059,49.36967584559856,21.597740426975655,688.4439270750792,40.76217085807323,,0.011133031883687047,92.7336634229046,74.70656653825358,,0.13291218807850383
Japan,1999.0,1321.192695470559,319.14792442394656,3986.7565002501333,353.6371131691505,801.6912427796352,,37.427409825674516,364.89428438267026,52.76872633563553,2404.242574355379,0.025037418698854164,,23.672263640297864,29.795769439413753,0.13456892124772252
India,2004.0,950.6531411637708,238.60116930921222,2253.583044757977,1684.6986842615813,2923.500780797843,59.96582187179508,23.01590343300255,621.1750475626587,37.25078277024547,3910.54968985486,0.025520353411824594,75.27776908349286,52.67830982449681,91.35791363421126,0.06759456913129486
USA,2013.0,796.5711665861409,860.3807266506134,,6053.624257072375,365.23494296232235,8.251448329342804,22.78393007804119,1165.7130987950075,55.189115950193916,338.8240573918197,0.014433482995179993,38.71045595917572,93.28502769410538,17.70665455983137,0.061249649137232895
Germany,2015.0,1717.2054217027667,415.9439839101868,,2096.095850806894,2240.4524805477836,96.36867763386635,3.2026893491120534,785.922157963254,53.11196936488559,687.6252361788296,0.03233179718690828,61.5897842254149,44.55101690653337,51.206610459055035,0.15543130408328304
China,1992.0,1222.072294410793,566.2464688500277,3183.8364421525375,,1676.2100651768314,79.92385921630064,37.44538879885454,33.68120109560643,66.36307704732087,1190.162148705158,0.01841494320010782,56.21463363812595,75.4556770044382,9.58187820657913,0.12530426394730831
Japan,1991.0,282.7953047071071,163.66432884295875,1936.1601270850085,2566.387091149503,2043.187790895839,75.95233584821236,35.550288208527334,693.9633780375092,26.07005683205232,3951.6301629270756,0.010847513932513531,73.43443659203149,35.45480066524872,22.957683209925396,0.12287324611454284
Germany,1995.0,1174.9733637805452,83.21092774355797,409.59273108920587,1779.7701557220641,3609.966145596558,57.36519073208191,,642.2944201433243,57.86098530872726,1375.7788182188465,0.020306832963719375,9.284123119196785,2.4002022400189005,23.38280911278111,0.06694745254904638
China,2010.0,852.7931966968235,492.3363605075088,978.4508076740105,6051.6724743398745,713.4268995464507,33.68964803195777,2.597578830749634,650.7780905833035,63.59600853667786,420.53387711373233,0.013409539628654373,4.3317444870875965,85.54646875936875,7.725611995789139,0.1130148024216199
Brazil,1998.0,,175.54088064919412,1055.5064278230068,6115.877212606591,1601.6754978395118,65.37190550878641,9.784013507399361,222.96304388989608,88.54221344158202,1159.3356626324803,,24.30119847630312,30.938408268701235,,0.14065157979190568
Brazil,1999.0,332.8175393843511,676.2774900389616,1648.395415701392,493.43505489792324,256.0683469706392,92.02596978174321,33.120209130060566,148.7565615333453,73.68983182614534,1298.9923487582316,0.004516464906169953,61.40290324973956,20.10705118398971,94.52091037133977,0.20331022142765337
Australia,1992.0,457.4074965143208,393.07652780650756,1109.2621412131202,2513.0739972335355,1197.7292939750948,92.38435700662728,12.85717110333092,,43.6953104474763,369.75843590304277,0.010468114125522574,27.29725785011472,90.8322090741039,11.32218364291454,0.20278243814561564
Germany,2013.0,494.39171507482524,334.2966497701528,1229.675835632497,4196.495958331428,180.42071020543182,54.82048512302601,34.31554686748216,152.30264081026107,51.86362858132692,711.9721567085511,0.009532532308254786,64.81869355780987,33.45865856995254,53.873230149228526,0.17908455467023426
Brazil,2011.0,89.19384597217977,390.23675012842716,1753.2299254505344,4622.02009341952,2027.4639945062283,91.69149157633973,16.256612156031164,670.0782426194754,28.348220867071184,598.7553496023675,0.0031463648597357245,,97.7980143508521,41.4684305338989,0.05
China,2003.0,1628.1284530286218,333.20632944921863,1753.0958331958154,4041.210810853023,1586.169337735159,65.84865028269401,17.013620852817304,907.5747355101901,10.84545800001954,219.75279061093926,0.15012076511897315,33.5062919554873,11.284248269617592,48.727205541521734,0.1673756636052732
Australia,2016.0,945.2594184591533,734.7083746812726,636.0836416943487,4829.156349505191,1373.8737106947822,,21.36036123098671,785.480040486119,59.607539769029444,1702.5968719548691,0.015858051215029107,88.66680746466554,28.395106621472475,92.40415247658899,0.13704519114431812
China,2022.0,1283.8713812513533,248.17428625935256,1104.9741513374706,2519.4291423908985,3187.338803833296,,20.90807789793354,172.03638577511583,1.0,1176.249065994919,1.2838713812513534,74.31277751155537,41.90939120813375,17.140272763865173,0.11583024780920635
Australia,2011.0,2174.492622405337,287.74425399556543,2473.2380297723707,2471.946988040352,1476.39234497939,45.718507290192875,14.46019088612584,454.7176440134651,,2918.346574408325,,27.413697529408797,11.281255394923907,26.650745664826392,0.08228209336932693
Germany,2018.0,523.9958657036941,493.93325600054334,2697.235529060074,1606.5564743194727,879.8554244228853,94.00913788584982,16.37425474031148,1017.2228637095614,36.074717353752106,322.97219888139597,0.0145252937276082,80.17495077967175,,69.10207387984865,0.1289655242750465
Japan,2008.0,406.55290804653015,298.70365304701284,941.0204437517949,3968.8001068168887,2936.6978074327167,22.497083026128973,21.610225692764327,1268.5413428726938,20.204219534937607,3502.9948654186496,0.02012217830753172,66.27903692629347,89.58246934957064,22.918786829741254,0.12084136469482569
Russia,2008.0,856.1284187258724,301.4920589950975,1202.191678880312,1386.3785495580776,1880.0293258428874,35.944966803090296,27.02252680139422,616.2182360585415,59.367295017814506,506.97609060846054,0.014420876316985163,72.65737249375636,23.78356117561802,38.26903128358141,0.12826669488990816
Canada,1995.0,750.0071225518453,136.92974765432487,620.3127927140488,501.85062762984126,1352.7722957125334,71.9995672376736,16.46114529729288,280.41454992370814,31.07470936764061,506.8806944174912,0.024135611814695167,,60.230311032149565,1.2165453176477214,0.05
Japan,2008.0,1063.5659561065497,429.8086449656023,2437.2455005554907,1899.018708339777,490.7989756393296,39.428726365537536,17.624090923090296,96.07711161261746,61.40739880518373,805.5522854605734,0.01731983403955499,92.85799014546473,60.71465635859221,33.800753796192055,0.1727334396430894
UK,2002.0,1414.7960075299231,241.19114274081173,5545.274693782779,783.985055622714,297.4022802418123,,7.793635280072078,84.72508369621187,37.71900275949891,2307.8293580689515,0.0375088391533265,60.493414923788755,14.71085843814437,78.75081607259456,0.1834506172051355
China,2015.0,515.6243248151094,,,2706.9720036033095,1021.5947130538559,29.61054380426549,20.276765191095055,1515.1340488024312,,1297.992873355733,,84.56716251293675,30.123190796575606,34.000186128489204,0.09304909566185376
UK,2011.0,171.1695380884591,64.68245007202759,7139.981219218738,4150.214080754124,1142.4325814249219,,24.179934643667185,1032.5921115535994,25.62878804660709,1087.0934096632743,0.0066787995506139295,29.77531533035781,26.443538923104605,51.69289816304985,0.18123396231325592
Japan,2010.0,785.315164002171,292.6235426991803,,4735.562749842788,91.01405868135892,,32.89670203358547,1228.7525407784062,45.83917582635851,408.55160309349986,0.017131965177057083,80.94520201711089,18.851153730741434,98.56802495905652,0.05
Australia,1991.0,1510.5671270260334,115.45449429291278,2074.2602302479513,5085.96942438893,1112.0334135171388,89.90918211709501,11.02501452236841,882.6151449317393,83.31627498610831,945.0615741273339,0.018130516844132756,85.24638869459726,63.507599514311345,,0.18751247284744282
Canada,2019.0,1004.6502140286877,2311.1332080318634,4028.9346596539895,,949.2928842963428,61.22116511536636,15.981370791185729,412.34680965318813,48.088504581284454,236.497204613985,0.02089169174164104,21.9452156125839,99.22618792840112,42.92797479857424,
Canada,2016.0,624.5965461226597,427.26124738158796,3201.863020287366,4052.0840752192,1558.2850438925598,50.10008729924821,37.738154916224524,459.4710517713949,30.595581709518,2581.624657550432,0.02041459946905842,53.055816640302425,66.66161203274466,47.750482920527624,0.0613430098451482
,1996.0,345.7990062343402,,450.05889220256927,8425.470054751619,,69.97029489250667,19.5967595552441,567.9422188274912,65.50693983928015,2368.0133779141747,0.00527881484133972,22.399485363868465,4.627744722509563,,0.11251423071400599
Canada,2009.0,1641.3881537029574,79.65758744142892,946.6076966511091,1258.922525506043,781.3337878560384,89.13741471832002,32.55191468453886,278.21487850451945,58.438616159658494,2285.1436674903193,0.028087389154092344,4.508814790887483,9.830103052111362,72.53509605059197,0.1066731618719605
Russia,,391.0633040140918,140.05879507076412,2058.211483057675,1082.7219062446559,1972.3054708229147,32.96726609215928,2.0912317777662626,240.536499836897,54.04434931262779,1500.0761949574965,0.0072359702538359084,56.347387552792284,40.47478670966625,7.802359610911546,0.13730321753722166
Canada,2012.0,800.4186657837294,618.292638846082,3504.354158682182,1387.7964223555866,462.8883007829602,49.98387816791777,14.142538527383191,389.04241379769553,30.979119678475012,1110.2871766644305,0.02583735994085972,95.44157883610616,69.12474670907089,23.751361981184438,0.07451491319795248
Japan,2002.0,853.2942647269919,662.4282608281194,5915.35603271263,3047.570323026205,3300.914312993576,4.654184814667417,28.72742846026286,752.7786667857464,47.74712784529249,1106.432968033626,0.017871111902097798,18.358976775950588,35.113430794019806,51.19903959677432,0.0666340496850236
USA,2006.0,1288.7079190568281,245.49349060886613,668.4771259954081,5727.881479135066,505.0016148491668,78.00307282884148,36.56627018099793,623.6389355718015,45.988914547433424,1111.7724346184648,0.028022142547583766,47.87805095386197,52.741478094346185,58.222325237024904,0.19388725795663414
Japan,1993.0,215.20821616697395,275.2633705107057,1890.3887618749698,6630.257857638263,2710.1168740385,7.071941882021237,6.992253300463371,414.5239779782367,46.47552648367997,1008.7945150919339,0.004630570806821199,80.00970596449977,32.764051124609686,38.31576329097102,0.09086013419103156
Japan,2003.0,1662.9075685523835,67.8255715059513,201.78779530882977,1111.230846674658,1656.1074599178316,42.0512511048445,28.664238998633294,490.4926401660693,27.290133668481204,2856.9571217024536,0.06093438708484459,3.4737007740442416,36.39635974718477,10.131625096209728,0.10231186194213746
India,2009.0,919.4447057716758,350.8763322186349,2231.28458368645,4958.387630787541,2702.778014570902,71.76291568727083,1.704157151268042,3154.2033746766206,52.394729431938835,1799.38726943295,0.017548419769321293,96.54421332554182,79.35237072667086,57.49495039234962,0.12083777612542568
USA,2002.0,1047.2663700049338,889.5892023256023,3283.974499151425,7855.82630904294,422.53443492077196,44.02763987093245,1.9971424844171315,349.00359849977997,83.68001415377273,928.8093073277985,0.012515131367932706,66.16185166061207,76.90317377002977,17.5371955619227,0.13318934816718542
Japan,1992.0,607.530756656474,844.2592350689554,272.7251776371906,,1541.0045664231018,47.02705503463983,4.764314735458877,515.2056286880935,35.91088428523983,316.8134431622225,0.01691773312600332,78.51886907758849,43.242377838270215,38.69635720413408,0.05
India,2015.0,432.6717210622091,876.8604225710385,1902.216241972049,1448.1651373920379,2925.9049444215498,86.85875085800609,21.54348869757692,778.8301707468452,57.63343596235001,956.107225572659,0.007507303943232866,45.535803750505075,18.764428237989428,93.47943647316487,0.1673101551827301
India,2015.0,1300.19708764143,536.6662885392062,1870.2973329781678,4843.373730845517,4050.444062660418,38.75263460696233,16.88015995514416,366.3423297801213,35.55254188566143,3060.8650670230027,0.03657114284044506,11.09874072582322,7.93762242442162,56.53256732047757,
USA,2007.0,1392.1916171321977,428.98435682622005,733.876171383002,2087.24641537325,1462.5006229961318,97.92765676519116,12.725149932712515,425.7982010641128,,327.37560200873713,,85.68905682283095,93.48403924530191,63.09349158377103,0.11521888314796916
UK,2021.0,626.5922485480413,234.64172702634806,491.7659526566582,2818.252268105896,3006.6679122615506,71.34115649306868,16.27894035653916,,58.41680667674906,1474.2143993084794,0.010726232469626524,93.13049602557125,61.02456599906264,69.61547293723939,0.12446797550486469
Australia,2003.0,581.7597998969977,435.2082930918449,2806.8947526900733,3886.11132180997,1013.3530808020172,78.03499851575762,19.437640699589704,467.1960071070484,44.62919006152592,1142.1683550382822,0.013035410212351651,61.11018538647281,96.07166969645715,27.700313114197662,0.1566506086059262
Russia,1992.0,605.3781345691763,766.932009153181,1472.258176827475,2746.1374720525046,418.9461798003641,16.32219085333333,37.825094730205244,828.6097694847741,34.101312051992124,1784.9587799994629,0.017752341424464673,80.73629068713524,85.7272176531054,17.523373957628852,0.23443622685955084
Australia,1990.0,207.31617111773636,333.12110965230954,530.2384291435812,1272.2732021561226,,63.26966899038603,3.0575786504166436,926.2186939631912,38.54173097376143,1328.6482450688995,0.005379005194625892,49.94165895034885,19.10061918999778,33.614938551034925,0.137506954444104
Canada,2015.0,1073.8698771542583,245.06206991674216,2130.0184689620473,3704.5089138752105,1835.9860824941695,22.987389841764315,26.783328980877123,377.077360875706,15.937044523792764,,0.06738199642669344,90.13838246269084,79.03362072757933,22.460151083733273,0.20456653959422144
Russia,2013.0,659.0924868653071,436.12219084081653,2371.9693816292893,4120.749838376612,731.1113030225843,21.203001050922666,,536.1583047235484,64.76156296035816,2945.955096289571,0.010177217113625727,,,63.73484771427827,0.07581128958449465
Canada,2003.0,1749.2037562240564,969.4811028085674,3604.027871456328,1258.3932524966012,1337.9207319693317,91.10724628517404,38.6418414252468,321.5472287463644,22.0147996902003,1658.6817837767376,0.07945581067461176,19.31288596537739,91.82807781033698,11.072233483253802,0.05
Japan,1992.0,1048.9535459363258,260.9471602470611,440.9617846009564,1407.0018852246378,1117.4687521443593,22.072936224868613,24.823975972283755,120.3848491204616,51.142207191015814,,0.020510525523829877,35.68806639157407,11.515769036847844,77.7508207547864,0.18909975270513563
China,2002.0,940.9491467610641,419.0880767572662,1030.251427018301,5865.211211809582,1901.2170208970456,67.20137229653935,20.209753035070182,539.6375272497145,58.74574187299788,3915.3506942503222,0.016017316604755753,64.76474339992807,37.57762392489803,47.725191083997885,0.23291595609426696
USA,2003.0,1447.0776503427535,336.2847274894998,297.3080845364576,959.4418302050072,6109.535463695418,15.976408289477684,29.58368402195903,862.0399081655426,59.13934803604383,1439.5566644886094,0.02446894831273417,,40.982519821972204,50.22969783070026,0.23073579657674065
Russia,2010.0,51203.3584740219,178.30418614059306,2652.833766977633,1351.3737117837122,2947.2729358462634,,28.971554679684893,7070.056979757245,41.28674757148709,,1.240188716375985,7.860466022502955,45.52837846418187,73.96675546040935,0.17077291651819437
Russia,2015.0,273.41728817341374,201.07426333886954,1550.810306830352,5543.785635808924,,6.495210163310894,22.384387731923653,187.1314925668599,34.883538286659764,866.4243375399205,0.007838003299051075,12.474235154444068,86.6638107910875,97.73236282867323,0.16340103753003365
Japan,1992.0,916.5120605147497,310.2404472790967,1787.5987714826124,1764.6121004505067,673.3616772665976,27.080560287516033,2.755353047886002,1306.6945382209249,29.968549279440367,832.8996526591146,0.03058246336747151,1.984423969154503,44.41134011518826,53.01631594164087,0.06335329967001938
UK,1993.0,55.84148807429004,205.8433477679899,4159.822915728275,1403.0722567014632,501.31329018828995,81.7827986253715,2.2931826660088905,987.9625562545807,73.3846731810417,1340.337991090352,0.0007609421103031663,12.884862969339462,69.05693272773308,56.33832372942005,0.10076119332850784
India,1990.0,225.37772030009006,401.6972472198006,1711.5566738206317,1224.3772485964448,775.3622680943754,71.63330203836341,24.603385012115794,1062.692165572642,64.05244210770192,546.7268435016053,0.003518643675148644,41.48978103137251,51.083325460469695,48.970855846921836,0.2307393537390792
Japan,2022.0,945.4383109445077,305.81284345688914,1778.3126219621724,4699.570487537423,1092.5794571026686,87.55970349824405,9.937786133683225,433.70311369259645,57.32022606543055,975.7480484230244,0.016493973869979122,28.717485041028212,38.649017649692496,10.191204624914363,0.15124258893663156
